Loyalty Number,Total Flights_sum,Total Flights_mean,Total Flights_std,Total Flights_max,Distance_sum,Distance_mean,Points Accumulated_sum,Points Accumulated_mean,Points Redeemed_sum,Points Redeemed_mean,max_inactive_streak,flight_trend,redemption_ratio,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,cluster
316633,17,0.7083333333333334,1.3014763077790332,4,26252,1093.8333333333333,26252.0,1093.8333333333333,456,19.0,9,0.0456521739130434,0.0173701051348468,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56130.0,Married,Star,2691.6,Standard,2017,9,,,3
316644,33,1.375,1.4981873105160464,5,42286,1761.9166666666667,42286.0,1761.9166666666667,1228,51.16666666666666,3,-0.0334782608695652,0.0290403443219978,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,56629.0,Divorced,Star,6889.52,Standard,2012,8,,,3
316666,8,0.3333333333333333,1.1671841502435296,5,12362,515.0833333333334,12362.0,515.0833333333334,551,22.95833333333333,17,0.0513043478260869,0.0445720757159035,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,88552.0,Married,Star,2691.57,Standard,2018,5,,,3
316752,32,1.3333333333333333,1.6854019432007687,6,47298,1970.75,47298.0,1970.75,1275,53.125,4,-0.0304347826086957,0.0269567423569706,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,101933.0,Married,Star,8564.77,Standard,2016,1,,,1
316793,26,1.0833333333333333,1.742478661005055,5,36672,1528.0,36672.0,1528.0,837,34.875,6,0.0269565217391304,0.0228239528795811,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,46607.0,Married,Star,34611.38,Standard,2017,6,,,1
316933,29,1.2083333333333333,1.3824731042801417,4,44400,1850.0,44400.0,1850.0,1995,83.125,7,0.0917391304347826,0.0449324324324324,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,59073.0,Married,Star,2540.55,Standard,2017,7,,,3
316970,6,0.25,0.8968544062928813,4,9656,402.3333333333333,9656.0,402.3333333333333,0,0.0,22,0.0582608695652173,0.0,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,74492.0,Single,Star,8428.47,Standard,2018,10,,,4
316982,29,1.2083333333333333,1.4135729219948654,5,36694,1528.9166666666667,36694.0,1528.9166666666667,666,27.75,3,-0.0482608695652174,0.0181501062844061,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82913.0,Married,Nova,8653.56,Standard,2016,3,,,1
317001,4,0.1666666666666666,0.6370220572706061,3,8918,371.5833333333333,8918.0,371.5833333333333,1369,57.04166666666666,20,0.037391304347826,0.1535097555505718,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,61809.0,Married,Star,4282.95,Standard,2018,8,,,3
317060,39,1.625,1.929462642021483,6,62467,2602.7916666666665,62467.0,2602.7916666666665,1745,72.70833333333333,8,-0.0065217391304348,0.0279347495477612,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Nova,3272.01,Standard,2013,6,,,3
317094,41,1.7083333333333333,1.9444271910897757,6,51760,2156.6666666666665,51760.0,2156.6666666666665,616,25.666666666666668,3,0.0099999999999999,0.0119010819165378,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Aurora,5568.95,Standard,2017,3,,,3
317100,41,1.7083333333333333,1.781039429455553,6,51958,2164.9166666666665,51958.0,2164.9166666666665,756,31.5,5,-0.098695652173913,0.014550213634089,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,96550.0,Married,Nova,12280.77,Standard,2015,5,,,1
317137,80,7.272727272727272,8.295672475344107,24,127801,11618.272727272728,191701.5,17427.409090909092,0,0.0,1,0.5000000000000002,0.0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,39006.0,Single,Star,4883.12,2018 Promotion,2018,2,,,2
317205,42,1.75,1.775436259921341,5,63400,2641.6666666666665,63400.0,2641.6666666666665,1213,50.54166666666666,2,-0.0156521739130435,0.0191324921135646,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,80326.0,Married,Star,3790.19,Standard,2017,2,,,3
317260,29,1.2083333333333333,1.7932037558919312,5,43717,1821.5416666666667,43717.0,1821.5416666666667,950,39.583333333333336,8,0.1178260869565217,0.0217306768533979,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Married,Star,7482.85,Standard,2017,7,,,1
317624,41,1.7083333333333333,2.010389680302469,6,54941,2289.208333333333,54941.0,2289.208333333333,2007,83.625,4,0.018695652173913,0.0365300959210789,Canada,Ontario,Toronto,M2M 7K8,Female,Master,83773.0,Married,Nova,10179.72,Standard,2014,7,,,1
317664,27,1.125,1.650098811270562,4,29212,1217.1666666666667,29212.0,1217.1666666666667,0,0.0,6,0.0317391304347826,0.0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,85879.0,Married,Aurora,5923.52,Standard,2014,7,,,4
317683,39,1.625,1.636871352943461,5,62317,2596.5416666666665,62317.0,2596.5416666666665,1366,56.91666666666666,5,0.0221739130434782,0.0219201822937561,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,72919.0,Married,Aurora,7444.81,Standard,2016,8,,,1
317689,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,52114.0,Married,Star,2389.98,Standard,2012,8,,,0
317726,35,1.4583333333333333,1.7440374613713625,6,50580,2107.5,50580.0,2107.5,1765,73.54166666666667,3,0.0813043478260869,0.0348952155001977,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Married,Star,4060.96,Standard,2015,3,,,3
317774,31,1.2916666666666667,1.334465099374755,4,44389,1849.5416666666667,44389.0,1849.5416666666667,1485,61.875,2,0.0517391304347825,0.033454234157111,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,82651.0,Married,Star,22523.71,Standard,2016,7,,,1
317776,44,1.8333333333333333,1.9927404479142845,6,63646,2651.9166666666665,63646.0,2651.9166666666665,827,34.458333333333336,2,-0.0208695652173913,0.0129937466612198,Canada,Newfoundland,St. John's,A1C 6H9,Male,Doctor,238930.0,Married,Star,2534.99,Standard,2013,3,,,3
317827,44,1.8333333333333333,1.6594044679962137,5,61888,2578.6666666666665,61888.0,2578.6666666666665,1886,78.58333333333333,1,0.0269565217391304,0.030474405377456,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,68823.0,Married,Star,2513.97,Standard,2012,9,,,3
317888,30,1.25,1.5948285992135849,5,49656,2069.0,49656.0,2069.0,0,0.0,4,-0.0217391304347826,0.0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,76838.0,Married,Star,2506.02,Standard,2014,2,,,4
317919,41,1.7083333333333333,1.7810394294555534,5,66953,2789.708333333333,66953.0,2789.708333333333,386,16.083333333333332,2,0.0865217391304347,0.005765238301495,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,21423.64,Standard,2013,4,,,1
318180,40,1.6666666666666667,1.7856107630448046,5,60236,2509.833333333333,60236.0,2509.833333333333,916,38.16666666666666,3,-0.031304347826087,0.0152068530446908,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,7286.16,Standard,2014,5,,,1
318199,32,1.3333333333333333,1.632993161855452,5,47230,1967.9166666666667,47230.0,1967.9166666666667,921,38.375,3,0.0278260869565217,0.0195003175947491,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55597.0,Married,Aurora,6563.64,Standard,2014,1,,,3
318264,27,1.125,1.6762406177800526,6,42815,1783.9583333333333,42815.0,1783.9583333333333,1409,58.708333333333336,5,0.0543478260869565,0.0329090272100899,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62517.0,Married,Nova,7942.17,Standard,2014,7,,,1
318285,24,1.0,1.7194539072421902,6,37226,1551.0833333333333,37226.0,1551.0833333333333,0,0.0,12,0.1547826086956522,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,73945.0,Single,Star,12157.33,Standard,2017,11,,,4
318291,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,58766.0,Married,Nova,2863.31,Standard,2013,4,2016.0,8.0,0
318537,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47416.0,Married,Nova,5764.65,Standard,2016,4,2016.0,12.0,0
318561,50,2.083333333333333,1.9763089590064795,6,70951,2956.2916666666665,70951.0,2956.2916666666665,0,0.0,3,0.0608695652173913,0.0,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,135147.0,Divorced,Nova,4499.49,Standard,2017,3,,,4
318564,40,1.6666666666666667,1.7362294645648626,5,71633,2984.708333333333,71633.0,2984.708333333333,0,0.0,3,0.0313043478260869,0.0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54463.0,Single,Star,2609.88,Standard,2014,5,,,4
318595,16,0.6666666666666666,1.551063216458077,6,28088,1170.3333333333333,28088.0,1170.3333333333333,0,0.0,17,0.0991304347826087,0.0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,97472.0,Married,Star,17019.01,Standard,2018,5,,,4
318654,37,1.5416666666666667,1.864523873636999,6,68783,2865.958333333333,68783.0,2865.958333333333,1507,62.79166666666666,4,-0.118695652173913,0.0219094834479449,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,100317.0,Divorced,Star,3372.42,Standard,2016,1,,,3
318751,36,1.5,1.9781414201873608,6,52009,2167.0416666666665,52009.0,2167.0416666666665,816,34.0,5,0.0834782608695652,0.0156895921859678,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,68308.0,Married,Star,4240.93,Standard,2015,10,,,3
318753,16,0.6666666666666666,1.203858530857692,4,18597,774.875,18597.0,774.875,359,14.958333333333334,10,0.088695652173913,0.0193041888476636,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,96572.0,Divorced,Nova,5794.1,Standard,2017,10,,,3
318755,30,1.25,1.7507762253652943,6,58486,2436.9166666666665,58486.0,2436.9166666666665,1897,79.04166666666667,4,-0.0295652173913043,0.0324351126765379,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,51438.0,Married,Star,2543.0,Standard,2012,8,,,3
318786,30,1.25,1.3269776053940745,4,46605,1941.875,46605.0,1941.875,324,13.5,3,-0.028695652173913,0.0069520437721274,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,56004.0,Married,Star,2435.69,Standard,2015,12,,,3
318845,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,8489.84,Standard,2015,8,2016.0,11.0,0
318902,51,2.125,2.290101573596967,6,94597,3941.5416666666665,94597.0,3941.5416666666665,501,20.875,2,0.0595652173913043,0.0052961510407306,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,4774.75,Standard,2015,5,,,3
318945,32,1.3333333333333333,1.5788456616111677,6,45254,1885.5833333333333,45254.0,1885.5833333333333,903,37.625,4,0.0026086956521738,0.0199540372121801,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Divorced,Aurora,6846.15,Standard,2016,6,,,1
319012,33,1.375,1.4084373085707127,4,50274,2094.75,50274.0,2094.75,0,0.0,9,0.1360869565217391,0.0,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,91870.0,Single,Nova,5534.82,Standard,2017,7,,,4
319052,48,2.0,1.7693034738587656,6,70806,2950.25,70806.0,2950.25,2082,86.75,2,0.0199999999999999,0.0294042877722226,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,53954.0,Married,Aurora,13104.3,Standard,2016,6,,,1
319059,41,1.7083333333333333,1.8991798382383416,6,58411,2433.7916666666665,58411.0,2433.7916666666665,1477,61.54166666666666,3,-0.0421739130434782,0.0252863330537056,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,95340.0,Single,Star,6342.47,Standard,2012,12,,,3
319092,7,0.2916666666666667,0.8064504441319253,3,14270,594.5833333333334,14270.0,594.5833333333334,0,0.0,21,-0.0647826086956522,0.0,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Aurora,6758.81,Standard,2016,7,2017.0,3.0,4
319123,38,1.5833333333333333,1.909169331471644,6,53547,2231.125,53547.0,2231.125,1066,44.41666666666666,4,-0.0417391304347826,0.0199077445982034,Canada,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,44942.0,Married,Nova,8970.65,Standard,2016,12,,,1
319193,11,0.4583333333333333,1.0206207261596576,3,15191,632.9583333333334,15191.0,632.9583333333334,357,14.875,19,-0.0891304347826087,0.0235007570271871,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,58552.0,Married,Nova,4849.7,Standard,2016,10,2017.0,6.0,3
319304,38,1.5833333333333333,1.8395809226599664,5,59516,2479.833333333333,59516.0,2479.833333333333,0,0.0,7,0.1765217391304348,0.0,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,47491.0,Single,Star,2659.98,Standard,2017,6,,,4
319378,47,1.9583333333333333,1.966660525659781,6,68208,2842.0,68208.0,2842.0,1369,57.04166666666666,3,0.0065217391304347,0.02007095941825,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,66193.0,Married,Nova,9501.01,Standard,2016,3,,,1
319387,37,1.5416666666666667,1.7189270330434434,5,60050,2502.083333333333,60050.0,2502.083333333333,0,0.0,3,-0.07,0.0,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86057.0,Married,Nova,10114.99,Standard,2015,12,,,4
319430,40,3.636363636363636,5.1043653331776175,16,45741,4158.272727272727,68611.5,6237.409090909091,0,0.0,2,-0.0727272727272726,0.0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,64373.0,Married,Star,6366.23,2018 Promotion,2018,3,,,4
319433,35,1.4583333333333333,1.5316704909195136,5,44071,1836.2916666666667,44071.0,1836.2916666666667,1056,44.0,3,0.0508695652173913,0.0239613351183317,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,94010.0,Married,Nova,6883.69,Standard,2015,9,,,1
319464,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,128047.0,Married,Aurora,8560.16,Standard,2014,4,2016.0,8.0,0
319469,23,0.9583333333333334,1.26762930621338,4,25924,1080.1666666666667,25924.0,1080.1666666666667,1154,48.083333333333336,5,0.0830434782608695,0.0445147353803425,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Doctor,138985.0,Married,Nova,3557.37,Standard,2017,2,,,3
319501,31,1.2916666666666667,1.5736738147920994,5,40850,1702.0833333333333,40850.0,1702.0833333333333,781,32.541666666666664,4,0.0308695652173912,0.0191187270501836,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,95306.0,Married,Star,5395.09,Standard,2016,8,,,3
319504,32,1.3333333333333333,1.7110044511584586,5,45771,1907.125,45771.0,1907.125,585,24.375,5,0.1356521739130435,0.0127810185488628,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,84734.0,Married,Star,4755.76,Standard,2017,3,,,3
319658,13,0.5416666666666666,0.9770927002733856,3,18128,755.3333333333334,18128.0,755.3333333333334,519,21.625,9,0.05,0.0286297440423654,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,64385.0,Single,Nova,7472.67,Standard,2017,8,,,1
319664,43,1.7916666666666667,1.693444307672504,5,51520,2146.6666666666665,51520.0,2146.6666666666665,1351,56.29166666666666,3,0.1039130434782608,0.0262228260869565,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,60971.0,Divorced,Star,10213.56,Standard,2016,5,,,1
319671,41,3.727272727272727,3.875329897980535,12,66461,6041.909090909091,99691.5,9062.863636363636,520,47.27272727272727,1,0.3090909090909091,0.0052160916427177,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,23018.0,Single,Nova,7607.98,2018 Promotion,2018,4,,,2
319742,15,0.625,1.2790111669635225,5,22523,938.4583333333334,22523.0,938.4583333333334,621,25.875,11,0.098695652173913,0.0275718154775118,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,61361.0,Divorced,Star,29006.67,Standard,2017,11,,,1
319766,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,52217.0,Married,Aurora,5578.52,Standard,2016,2,2016.0,10.0,0
319768,42,3.8181818181818175,6.030226891555273,20,64710,5882.727272727273,97065.0,8824.09090909091,434,39.45454545454545,2,0.0909090909090912,0.0044712306186576,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Star,2749.19,2018 Promotion,2018,2,2018.0,10.0,2
319801,47,4.2727272727272725,6.1333662713213055,15,53041,4821.909090909091,79561.5,7232.863636363636,659,59.90909090909091,5,0.9363636363636364,0.0082829006491833,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,54482.0,Single,Star,5595.39,2018 Promotion,2018,3,,,2
319822,33,1.375,1.6891598117304405,6,42247,1760.2916666666667,42247.0,1760.2916666666667,614,25.58333333333333,7,0.0952173913043478,0.0145335763486164,Canada,New Brunswick,Fredericton,E3B 2H2,Female,High School or Below,59849.0,Divorced,Star,4241.64,Standard,2012,11,,,3
319850,34,1.4166666666666667,1.282547284209001,4,42212,1758.8333333333333,42212.0,1758.8333333333333,798,33.25,2,0.0791304347826087,0.0189045768975646,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74964.0,Married,Nova,4362.93,Standard,2014,3,,,3
319868,40,1.6666666666666667,2.2001317483607488,7,59626,2484.4166666666665,59626.0,2484.4166666666665,568,23.666666666666668,3,-0.0034782608695652,0.0095260456847683,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54042.0,Married,Star,7366.09,Standard,2012,12,,,1
319901,3,0.125,0.6123724356957945,3,5595,233.125,5595.0,233.125,605,25.20833333333333,23,0.03,0.1081322609472743,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,86388.0,Single,Aurora,5595.39,Standard,2018,11,,,3
319947,32,1.3333333333333333,1.3405601251996728,4,42716,1779.8333333333333,42716.0,1779.8333333333333,2271,94.625,3,-0.0382608695652173,0.0531650903642663,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,47940.0,Married,Aurora,18939.51,Standard,2014,3,,,1
320004,35,1.4583333333333333,1.9555754555421376,6,40265,1677.7083333333333,40265.0,1677.7083333333333,760,31.666666666666668,6,0.0326086956521739,0.018874953433503,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,54959.0,Married,Nova,32098.32,Standard,2013,3,,,1
320031,51,2.125,2.0496553262736,6,80051,3335.458333333333,80051.0,3335.458333333333,1292,53.833333333333336,2,0.058695652173913,0.0161397109342794,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Nova,8296.18,Standard,2016,9,,,1
320042,25,1.0416666666666667,1.517411029314094,5,29858,1244.0833333333333,29858.0,1244.0833333333333,0,0.0,8,0.0656521739130435,0.0,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,6863.71,Standard,2017,5,,,4
320180,53,2.208333333333333,1.7440374613713625,5,84496,3520.6666666666665,84496.0,3520.6666666666665,2980,124.16666666666669,1,0.0421739130434782,0.0352679416777125,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,101933.0,Married,Nova,8564.77,Standard,2016,8,,,1
320183,34,3.090909090909091,6.139292230453695,20,50925,4629.545454545455,76387.5,6944.318181818182,1546,140.54545454545453,4,-0.0909090909090907,0.0202389134347897,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,74964.0,Married,Star,4362.93,2018 Promotion,2018,2,,,3
320191,42,1.75,1.7507762253652943,6,49860,2077.5,49860.0,2077.5,981,40.875,2,0.0252173913043478,0.0196750902527075,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,63438.0,Married,Star,5450.39,Standard,2014,6,,,3
320377,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57587.0,Divorced,Nova,16979.8,Standard,2014,10,2015.0,6.0,0
320414,21,0.875,1.4836060651405207,4,35903,1495.9583333333333,35903.0,1495.9583333333333,0,0.0,14,0.1247826086956522,0.0,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,78549.0,Single,Nova,7185.67,Standard,2017,12,,,4
320576,45,1.875,2.028331934073565,6,62916,2621.5,62916.0,2621.5,840,35.0,2,-0.0491304347826087,0.0133511348464619,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,91817.0,Married,Nova,14024.36,Standard,2013,11,,,1
320685,33,1.375,1.5551457362156016,5,58237,2426.5416666666665,58237.0,2426.5416666666665,994,41.41666666666666,3,-0.0456521739130435,0.0170681868914951,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013,4,,,3
320728,11,0.4583333333333333,1.350657381543832,6,15197,633.2083333333334,15197.0,633.2083333333334,0,0.0,19,0.0830434782608695,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,14703.13,Standard,2018,6,,,4
320772,36,1.5,1.587998466760841,5,54600,2275.0,54600.0,2275.0,781,32.541666666666664,2,-0.0643478260869565,0.0143040293040293,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,54659.0,Single,Star,2482.2,Standard,2015,2,,,3
320784,48,2.0,2.0216222500109,6,69731,2905.458333333333,69731.0,2905.458333333333,663,27.625,3,0.0417391304347825,0.0095079663277451,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,7196.72,Standard,2013,3,,,1
320980,10,0.4166666666666667,0.8297022339981067,3,16837,701.5416666666666,16837.0,701.5416666666666,0,0.0,14,0.0556521739130434,0.0,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,101297.0,Married,Nova,10979.1,Standard,2017,12,,,4
320996,19,0.7916666666666666,1.4738050920238277,5,19946,831.0833333333334,19946.0,831.0833333333334,391,16.291666666666668,14,0.1169565217391304,0.0196029279053444,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,70321.0,Divorced,Star,7412.03,Standard,2017,12,,,1
321012,36,1.5,1.4744195615489712,5,68608,2858.6666666666665,68608.0,2858.6666666666665,1065,44.375,3,-0.0382608695652174,0.0155229710820895,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,84752.0,Married,Star,2549.79,Standard,2012,6,,,3
321027,37,1.5416666666666667,1.4738050920238277,4,55162,2298.4166666666665,55162.0,2298.4166666666665,1293,53.875,3,0.0195652173913043,0.0234400493093071,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,48025.0,Married,Aurora,25626.71,Standard,2015,4,,,1
321074,29,1.2083333333333333,1.5597983890531344,6,43919,1829.9583333333333,43919.0,1829.9583333333333,1551,64.625,2,0.0239130434782608,0.0353150117261321,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Divorced,Star,14635.45,Standard,2016,3,,,1
321213,49,4.454545454545454,5.645593615619819,16,87053,7913.909090909091,130579.5,11870.863636363636,0,0.0,1,0.2000000000000001,0.0,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,31151.0,Married,Aurora,15374.18,2018 Promotion,2018,3,,,2
321227,39,1.625,1.8838558977475588,5,52121,2171.708333333333,52121.0,2171.708333333333,1223,50.958333333333336,2,0.0299999999999999,0.0234646303793096,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,99883.0,Married,Star,6252.36,Standard,2013,9,,,3
321388,30,1.25,1.5393392145304765,5,50847,2118.625,50847.0,2118.625,0,0.0,2,0.0495652173913043,0.0,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,11360.46,Standard,2013,5,,,4
321427,7,0.2916666666666667,0.7506036218280919,3,6837,284.875,6837.0,284.875,464,19.33333333333333,19,0.0569565217391304,0.0678660231095509,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,82415.0,Married,Star,2287.92,Standard,2018,5,,,3
321436,48,2.0,1.8881783261398664,7,74188,3091.1666666666665,74188.0,3091.1666666666665,2538,105.75,2,0.0052173913043478,0.0342103844287485,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,98418.0,Single,Nova,4349.1,Standard,2015,9,,,3
321457,34,1.4166666666666667,1.348643978116591,4,44141,1839.2083333333333,44141.0,1839.2083333333333,491,20.45833333333333,3,0.0078260869565216,0.0111234453229423,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,73572.0,Married,Aurora,6997.83,Standard,2016,1,,,1
321557,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,101826.0,Divorced,Star,4595.52,Standard,2013,12,2014.0,9.0,0
321656,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,,Single,Star,2840.9,Standard,2018,12,,,0
321666,45,1.875,1.984998083451052,7,80476,3353.1666666666665,80476.0,3353.1666666666665,1304,54.333333333333336,2,0.0326086956521739,0.016203588647547,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,53197.0,Married,Star,5067.21,Standard,2016,1,,,3
321734,19,0.7916666666666666,1.5030162910010298,5,27143,1130.9583333333333,27143.0,1130.9583333333333,0,0.0,17,0.1430434782608695,0.0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,82936.0,Married,Aurora,8973.11,Standard,2018,5,,,4
321748,49,2.0416666666666665,2.1362129568705104,6,69989,2916.208333333333,69989.0,2916.208333333333,0,0.0,2,-0.081304347826087,0.0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,82913.0,Married,Nova,8653.56,Standard,2013,9,,,4
321762,28,1.1666666666666667,1.4939491483885972,5,46564,1940.1666666666667,46564.0,1940.1666666666667,1055,43.958333333333336,4,-0.0008695652173913,0.0226569882312516,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Nova,2878.85,Standard,2013,7,,,3
321795,21,0.875,1.1539158284426272,4,28707,1196.125,28707.0,1196.125,960,40.0,5,-0.0439130434782609,0.0334413209321768,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,103197.0,Married,Nova,5556.28,Standard,2013,3,,,3
321954,35,1.4583333333333333,1.6145847942957392,5,51024,2126.0,51024.0,2126.0,1620,67.5,2,-0.0291304347826087,0.0317497648165569,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,48210.0,Married,Star,12819.1,Standard,2015,7,,,1
322000,55,2.2916666666666665,2.31214499821132,7,78750,3281.25,78750.0,3281.25,1399,58.29166666666666,2,0.0004347826086956,0.0177650793650793,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,75231.0,Single,Star,13770.98,Standard,2013,5,,,1
322102,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,3992.58,Standard,2013,8,2014.0,4.0,0
322169,52,2.1666666666666665,2.2968156910907283,8,65922,2746.75,65922.0,2746.75,828,34.5,5,0.0382608695652173,0.0125602985346318,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,81078.0,Divorced,Aurora,8481.31,Standard,2017,5,,,1
