Loyalty Number,max_inactive_streak,Cancellation Year,churn,cluster
318595,17,,1,4
318654,4,,0,3
318751,5,,0,3
318753,10,,1,3
318755,4,,0,3
318786,3,,0,3
318845,24,2016.0,1,0
318902,2,,0,3
318945,4,,0,1
319012,9,,1,4
319052,2,,0,1
319059,3,,0,3
319092,21,2017.0,1,4
319123,4,,0,1
319193,19,2017.0,1,3
319304,7,,1,4
319378,3,,0,1
319387,3,,0,4
319430,13,,1,4
319433,3,,0,1
319464,24,2016.0,1,0
319469,5,,0,3
319501,4,,0,3
319504,5,,0,3
319658,9,,1,1
319664,3,,0,1
319671,13,,1,2
319742,11,,1,1
319766,24,2016.0,1,0
319768,14,2018.0,1,2
319801,18,,1,2
319822,7,,1,3
319850,2,,0,3
319868,3,,0,1
319901,23,,1,3
319947,3,,0,1
320004,6,,1,1
320031,2,,0,1
320042,8,,1,4
320180,1,,0,1
320183,15,,1,3
320191,2,,0,3
320377,24,2015.0,1,0
320414,14,,1,4
320576,2,,0,1
320685,3,,0,3
320728,19,,1,4
320772,2,,0,3
320784,3,,0,1
320980,14,,1,4
320996,14,,1,1
321012,3,,0,3
321027,3,,0,1
321074,2,,0,1
321213,14,,1,2
321227,2,,0,3
321388,2,,0,4
321427,19,,1,3
321436,2,,0,3
321457,3,,0,1
321557,24,2014.0,1,0
321656,24,,1,0
321666,2,,0,3
321734,17,,1,4
321748,2,,0,4
321762,4,,0,3
321795,5,,0,3
321954,2,,0,1
322000,2,,0,1
322102,24,2014.0,1,0
322169,5,,0,1
322193,3,,0,3
322294,18,,1,1
322435,24,2016.0,1,0
322451,4,,0,3
322501,5,,0,1
322606,3,,0,1
322733,6,,1,3
322955,21,,1,4
323043,3,,0,3
323068,4,,0,1
323099,2,,0,3
323154,2,,0,3
323249,17,,1,4
323311,5,,0,3
323341,24,2016.0,1,0
323345,4,,0,1
323424,6,,1,4
323448,3,,0,3
323542,3,,0,1
323593,24,,1,0
323660,14,,1,2
323720,2,,0,1
323735,2,,0,3
323776,18,,1,4
323792,24,2016.0,1,0
323821,2,,0,3
324013,14,2017.0,1,3
324048,5,,0,1
324049,24,2016.0,1,0
324066,20,,1,4
324125,4,,0,3
324139,3,,0,1
324143,4,,0,1
324242,2,,0,4
324248,2,,0,1
324295,6,,1,3
324364,5,,0,3
324404,8,,1,1
324506,6,,1,3
324557,2,,0,3
324662,4,,0,1
324707,4,,0,3
324713,24,2016.0,1,0
324739,5,,0,3
324773,3,,0,3
324801,3,,0,3
324881,4,,0,3
324900,22,,1,1
324997,2,,0,1
325082,3,,0,3
325134,3,,0,1
325190,3,,0,1
325268,3,,0,3
325367,3,,0,3
325379,4,,0,3
325382,3,,0,1
325490,3,,0,1
325498,3,,0,3
325593,15,,1,2
325599,3,,0,1
325661,2,,0,3
325778,4,,0,1
325802,2,,0,3
325830,13,,1,2
325901,19,,1,3
325935,4,,0,4
326001,3,,0,1
326028,19,,1,4
326069,5,,0,3
326174,20,,1,4
326234,3,,0,3
326240,16,2017.0,1,3
326267,3,,0,3
326272,13,,1,2
326280,1,,0,4
326418,5,,0,3
326561,20,2017.0,1,4
326564,2,,0,3
326603,4,,0,1
326699,3,,0,3
326703,21,,1,4
326707,2,,0,3
326724,4,,0,1
326803,3,,0,1
326823,2,,0,4
326905,3,,0,3
326961,3,,0,1
326988,6,,1,3
327015,2,,0,3
327019,22,,1,4
327098,7,,1,1
327163,3,,0,3
327203,12,,1,3
327285,2,,0,1
327320,4,,0,3
327365,20,,1,4
327470,2,,0,4
327474,7,,1,3
327498,24,2016.0,1,0
327530,3,,0,3
327555,1,,0,1
327565,24,2015.0,1,0
327638,19,,1,3
327653,5,,0,3
327688,2,,0,3
327796,6,,1,3
327866,3,,0,4
327903,13,2018.0,1,3
327910,3,,0,1
327972,3,,0,4
328111,3,,0,1
328116,7,,1,1
328173,6,2018.0,1,3
328180,14,,1,2
328181,2,,0,4
328188,2,,0,3
328198,3,,0,1
328213,3,,0,3
328303,2,,0,1
328323,6,,1,1
328349,19,,1,3
328394,24,,1,0
328446,5,,0,4
328543,6,,1,1
328576,3,,0,3
328602,24,2014.0,1,0
328623,1,,0,1
328668,2,,0,1
328754,2,,0,3
328936,4,,0,3
329039,2,,0,4
329056,3,,0,3
329088,13,2017.0,1,1
329094,2,,0,1
329162,4,,0,3
329214,2,,0,1
329215,2,,0,3
329281,22,,1,0
329300,1,,0,3
329302,3,,0,1
329355,2,,0,3
329358,14,,1,3
329364,1,,0,1
329382,24,,1,0
329446,24,2014.0,1,0
329587,3,,0,3
329660,3,,0,3
329692,3,,0,3
329720,2,,0,4
329730,11,,1,4
329735,3,,0,4
329736,3,,0,1
329826,2,,0,1
329833,24,2016.0,1,0
329839,1,,0,1
329910,19,,1,4
330040,2,,0,3
330053,2,,0,1
330131,2,,0,1
330249,4,,0,3
330278,3,,0,1
330316,3,,0,3
330343,2,,0,1
330365,3,,0,4
330433,2,,0,1
330464,2,,0,3
330468,4,,0,3
330515,9,,1,3
330562,14,,1,2
330680,6,,1,1
330694,14,,1,2
330741,2,,0,1
330779,5,,0,3
330783,6,2018.0,1,1
330858,2,,0,3
330870,17,,1,1
330947,18,,1,4
330988,7,,1,3
331078,3,,0,3
331094,17,,1,1
331184,9,,1,4
331258,4,,0,3
331301,3,,0,1
331325,2,,0,3
331353,2,,0,1
331560,4,,0,1
331598,4,,0,1
331669,16,2017.0,1,3
331697,3,,0,1
331698,2,,0,3
331699,6,,1,1
331706,2,,0,3
331857,7,,1,3
331992,24,,1,0
331995,17,2017.0,1,4
332003,24,2014.0,1,0
332027,6,,1,4
332077,11,,1,1
332082,3,,0,3
332175,2,,0,3
332208,1,,0,3
332225,5,,0,3
332276,3,,0,3
332289,3,,0,3
332387,2,,0,3
332409,2,,0,1
332430,4,,0,4
332466,2,,0,4
332711,4,,0,3
332716,5,,0,1
332780,3,,0,3
332823,13,,1,2
332855,24,2014.0,1,0
332869,2,,0,4
332962,2,,0,1
332983,15,,1,4
333039,2,,0,4
333051,19,2018.0,1,4
333064,2,,0,1
333207,9,,1,3
333213,15,,1,2
333295,4,,0,1
333451,2,,0,3
333502,3,,0,3
333595,1,,0,1
333621,4,,0,3
333644,23,,1,0
333680,2,,0,3
333694,2,,0,3
333773,2,,0,3
333799,3,,0,3
333825,4,,0,1
334003,5,,0,3
334143,3,,0,1
334192,24,,1,0
334224,3,,0,1
334273,6,2018.0,1,3
334324,4,,0,1
334329,3,,0,3
334437,2,,0,1
334454,2,,0,3
334574,24,,1,0
334575,2,,0,3
334997,2,,0,4
335137,5,2018.0,1,3
335143,2,,0,4
335162,2,,0,1
335246,15,,1,2
335306,12,,1,3
335324,2,,0,1
335365,4,,0,1
335371,3,,0,3
335421,2,,0,1
335545,3,,0,1
335554,1,,0,3
335671,3,,0,3
335755,4,,0,3
335839,2,,0,3
335852,4,,0,3
335964,5,,0,1
336025,6,,1,1
336037,3,,0,4
336076,23,,1,0
336127,1,,0,1
336138,3,,0,3
336139,4,,0,3
336141,2,,0,3
336143,3,,0,3
336238,18,2017.0,1,4
336247,2,,0,1
336271,2,,0,3
336281,2,,0,1
336341,5,,0,3
336357,13,,1,2
336451,23,,1,0
336469,6,,1,1
336484,13,,1,2
336539,4,,0,3
336541,9,,1,4
336665,13,,1,1
336722,3,,0,1
336724,3,,0,1
336770,5,,0,3
336809,6,,1,3
336817,16,,1,2
336831,22,,1,0
336878,23,,1,0
336882,2,,0,3
336902,16,,1,2
337066,4,,0,3
337148,4,,0,4
337235,4,,0,3
337260,3,,0,1
337341,18,,1,3
337453,3,,0,1
337488,5,,0,3
337812,24,2015.0,1,0
337815,3,,0,3
337818,2,,0,1
337842,2,,0,3
337857,5,,0,1
337925,3,,0,4
337932,7,,1,1
337945,2,,0,4
337980,4,,0,1
337983,3,,0,1
338059,5,,0,1
338125,23,,1,0
338212,3,,0,3
338285,4,,0,1
338291,21,,1,4
338295,24,2015.0,1,0
338346,2,,0,3
338750,24,,1,0
338786,3,,0,3
338803,18,,1,4
338808,15,,1,4
338837,24,2015.0,1,0
338838,4,,0,3
338872,2,,0,3
339005,2,,0,3
339151,3,,0,3
339220,4,,0,3
339274,24,2016.0,1,0
339371,17,,1,4
339573,2,,0,1
339800,19,2017.0,1,4
339819,3,,0,3
339845,11,,1,4
339880,4,,0,1
339927,4,,0,1
339941,5,,0,4
340156,24,2016.0,1,0
340277,2,,0,3
340307,5,,0,4
340467,3,,0,3
340479,3,,0,3
340492,24,2016.0,1,0
340574,7,,1,4
340583,5,,0,1
340604,24,,1,0
340638,15,,1,1
340691,3,,0,3
340723,19,,1,3
340736,24,2016.0,1,0
340782,6,,1,3
340802,2,,0,1
340874,14,,1,1
340881,24,2014.0,1,0
340924,3,,0,1
340925,4,,0,1
340927,4,,0,4
340931,2,2018.0,1,1
340934,24,,1,0
341169,3,,0,4
341185,5,,0,4
341302,3,,0,1
341549,4,,0,1
341594,4,,0,4
341725,3,,0,1
341728,3,,0,1
341867,2,,0,3
341897,22,,1,0
341904,22,,1,0
341907,11,2018.0,1,3
341942,3,,0,1
342007,15,,1,2
342044,3,,0,4
342156,2,,0,3
342407,3,,0,4
342483,13,,1,2
342527,2,,0,3
342554,4,,0,3
342569,24,,1,0
342570,2,,0,1
342583,3,,0,1
342679,5,,0,3
342725,2,,0,3
342738,24,2014.0,1,0
342836,12,,1,4
342929,2,,0,3
342945,18,,1,4
342958,10,,1,3
342980,14,,1,2
343001,3,,0,3
343011,3,,0,4
343051,15,,1,2
343103,2,,0,3
343139,2,,0,1
343218,3,,0,1
343247,18,,1,4
343377,2,,0,3
343383,3,,0,4
343425,20,2017.0,1,3
343547,2,,0,3
343605,2,,0,1
343706,4,,0,3
343879,14,,1,3
343884,24,,1,0
343978,18,2017.0,1,3
343994,2,,0,3
344009,5,,0,3
344039,21,,1,4
344052,12,,1,3
344121,2,,0,3
344180,7,,1,3
344199,4,,0,3
344232,7,,1,1
344260,4,,0,3
344372,16,,1,2
344413,3,,0,4
344464,3,,0,1
344483,1,,0,1
344527,2,,0,1
344570,16,,1,3
344580,14,,1,3
344627,4,,0,3
344669,20,,1,3
344671,15,,1,1
344749,22,,1,3
344768,24,2014.0,1,0
344797,4,,0,4
344990,2,,0,3
344998,5,,0,3
345014,3,,0,3
345090,23,,1,0
345099,4,,0,1
345238,4,,0,1
345244,3,,0,1
345518,3,,0,3
345572,4,,0,1
345597,2,,0,3
345608,3,,0,3
345615,6,,1,3
345657,13,,1,2
345682,1,,0,1
345765,2,,0,1
345802,3,,0,3
345840,15,,1,3
345841,4,,0,3
345908,9,,1,3
345931,3,,0,1
345959,23,,1,0
345978,17,,1,3
346090,2,,0,1
346103,2,,0,3
346163,5,,0,3
346205,5,,0,3
346225,4,,0,3
346274,5,,0,3
346295,12,,1,1
346346,13,,1,3
346384,3,,0,3
346390,15,,1,4
346456,2,,0,1
346499,19,,1,4
346529,2,,0,3
346532,24,2017.0,1,0
346554,24,,1,0
346560,12,2018.0,1,1
346598,12,,1,4
346633,8,,1,3
346678,1,,0,4
346704,2,,0,3
346766,19,,1,1
346809,8,,1,4
346828,2,,0,4
346925,3,,0,3
347001,3,,0,4
347013,13,,1,2
347142,5,,0,1
347212,23,,1,0
347227,14,,1,2
347231,2,,0,1
347276,22,2017.0,1,0
347423,10,,1,1
347431,3,,0,3
347466,3,,0,3
347515,13,,1,3
347629,6,,1,4
347634,3,,0,3
347733,24,2016.0,1,0
347850,5,2018.0,1,3
347861,3,,0,3
347914,17,,1,4
347932,3,,0,3
347955,3,,0,4
347982,17,,1,2
347987,18,,1,4
347997,23,,1,0
348047,4,,0,3
348056,5,,0,1
348065,4,,0,3
348085,4,,0,4
348143,17,,1,2
348173,24,2015.0,1,0
348202,5,,0,3
348215,2,,0,4
348238,14,2018.0,1,1
348245,14,2018.0,1,4
348299,24,2013.0,1,0
348350,24,2016.0,1,0
348400,4,,0,3
348448,2,,0,3
348463,2,,0,3
348471,3,2018.0,1,1
348475,2,,0,3
348600,12,,1,1
348672,4,,0,3
348681,4,,0,1
348718,24,2016.0,1,0
348723,4,,0,3
348732,6,,1,3
348740,2,,0,3
348751,3,,0,1
348774,1,,0,1
348835,2,,0,1
348920,3,,0,3
348994,2,,0,1
349001,1,,0,3
349046,3,,0,4
349108,18,2017.0,1,4
349115,4,,0,3
349132,4,,0,3
349153,3,,0,3
349220,4,,0,1
349278,11,,1,1
349342,3,,0,3
349447,24,2016.0,1,0
349470,15,,1,2
349490,3,,0,1
349539,5,,0,3
349577,3,,0,1
349638,2,,0,3
349670,3,,0,3
349695,24,,1,0
349730,1,,0,3
349767,4,,0,4
349838,3,,0,4
350001,4,,0,3
350059,11,2018.0,1,4
350238,3,,0,3
350269,24,,1,0
350271,11,,1,1
350486,24,,1,0
350587,2,,0,4
350631,2,,0,1
350675,2,,0,4
350692,3,,0,1
350863,2,,0,3
350901,10,,1,4
350910,24,,1,0
350979,2,,0,1
351029,3,,0,3
351138,6,,1,4
351145,2,,0,1
351238,2,,0,3
351292,19,,1,4
351296,6,,1,1
351367,4,,0,4
351389,3,,0,3
351461,16,,1,2
351500,7,,1,3
351513,24,,1,0
351551,14,,1,2
351615,1,,0,1
351753,14,,1,3
351889,3,,0,4
351897,4,,0,1
351937,13,,1,1
351966,17,,1,3
352005,4,,0,3
352026,17,2017.0,1,3
352034,24,2016.0,1,0
352053,1,,0,1
352068,2,,0,3
352078,2,,0,3
352092,2,,0,1
352101,2,,0,3
352170,2,,0,3
352216,21,,1,0
352242,4,,0,1
352280,8,,1,1
352306,11,,1,1
352337,2,,0,3
352377,3,2018.0,1,4
352424,2,,0,3
352490,3,,0,3
352501,2,,0,1
352581,15,2017.0,1,3
352582,13,,1,2
352617,4,,0,4
352653,2,,0,1
352702,2,,0,1
352734,24,2014.0,1,0
352747,12,,1,4
352809,13,,1,4
352834,8,,1,3
352916,3,,0,4
353032,2,,0,4
353076,18,,1,4
353096,4,,0,4
353128,2,,0,3
353308,24,,1,0
353369,21,,1,4
353396,4,,0,1
353455,5,,0,1
353486,3,,0,3
353535,24,2016.0,1,0
353614,24,2015.0,1,0
353648,13,2017.0,1,3
353786,14,,1,3
354002,3,,0,3
354084,3,,0,4
354150,8,,1,4
354176,20,2017.0,1,4
354206,23,,1,3
354295,4,,0,1
354438,20,,1,4
354442,5,,0,3
354461,1,,0,4
354464,4,,0,4
354477,3,,0,3
354483,3,,0,1
354547,3,,0,1
354730,13,2018.0,1,4
355039,7,,1,4
355099,23,,1,3
355102,14,,1,4
355126,3,,0,1
355184,3,,0,3
355298,8,,1,3
355331,2,,0,3
355491,17,,1,2
355512,21,,1,1
355515,1,,0,1
355578,13,,1,1
355628,24,,1,0
355669,3,,0,3
355707,12,,1,1
355724,21,,1,3
355750,3,,0,3
355775,4,,0,3
355781,24,2015.0,1,0
355795,4,,0,1
355839,22,,1,0
355906,3,,0,1
355908,6,,1,4
355994,3,,0,1
355995,4,,0,3
356237,13,,1,4
356240,12,,1,4
356460,14,,1,2
356507,3,,0,3
356558,2,,0,3
356561,3,,0,1
356578,13,,1,3
356613,3,,0,1
356618,2,,0,3
356708,11,,1,4
356712,5,,0,3
356812,3,,0,1
356828,1,,0,1
356955,5,,0,1
356980,5,,0,4
357059,13,,1,2
357138,2,,0,1
357149,5,,0,3
357161,3,,0,3
357166,24,2016.0,1,0
357173,5,,0,3
357199,6,,1,3
357298,3,,0,1
357375,2,,0,3
357381,2,,0,1
357466,3,,0,3
357549,24,,1,0
357567,7,2018.0,1,1
357574,1,,0,4
357589,3,,0,1
357901,16,,1,2
357903,23,,1,4
357971,2,,0,3
357988,15,,1,2
358012,16,,1,2
358020,5,,0,3
358039,18,,1,3
358054,15,2017.0,1,4
358151,10,,1,3
358201,2,,0,3
358255,24,,1,0
358375,24,,1,0
358384,3,,0,1
358513,3,,0,1
358586,24,2015.0,1,0
358792,3,,0,1
358794,4,,0,3
358900,2,,0,4
358948,24,2015.0,1,0
358968,8,,1,3
358979,3,,0,3
358997,21,,1,4
359011,4,,0,1
359029,13,,1,4
359091,1,,0,3
359133,13,,1,2
359138,24,,1,0
359188,16,2017.0,1,4
359275,3,,0,4
359360,5,,0,3
359446,2,,0,3
359466,2,,0,3
359575,3,,0,1
359693,3,,0,3
359816,3,,0,3
360017,3,,0,4
360031,17,,1,4
360240,13,,1,4
360256,7,,1,3
360435,4,,0,3
360446,3,,0,3
360472,1,,0,3
360485,24,2013.0,1,0
360537,3,,0,3
360730,3,,0,1
360732,22,,1,3
360744,24,2015.0,1,0
360805,5,,0,3
360868,18,,1,4
360902,2,,0,1
360942,2,,0,3
360981,18,,1,1
361109,3,,0,1
361237,4,,0,3
361266,4,2018.0,1,3
361434,1,,0,3
361439,2,,0,4
361680,24,2014.0,1,0
361707,3,,0,1
361710,24,2016.0,1,0
361816,4,,0,3
361827,3,,0,1
361892,1,,0,3
361944,11,2018.0,1,1
362055,2,,0,1
362134,20,,1,4
362165,2,,0,1
362167,3,,0,1
362201,6,,1,4
362293,3,,0,1
362471,4,,0,4
362541,2,,0,4
362586,2,,0,3
362642,4,,0,1
362680,2,,0,3
362736,1,,0,3
362742,10,,1,4
362823,24,,1,0
362841,3,,0,1
362855,3,,0,3
362925,13,,1,2
363178,21,2017.0,1,3
363199,10,,1,3
363314,4,,0,3
363483,24,,1,0
363513,24,2016.0,1,0
363743,2,,0,1
363774,3,,0,3
363780,18,,1,1
363864,8,,1,4
363866,20,2017.0,1,4
363925,11,,1,3
363967,17,,1,2
363983,22,,1,0
364049,2,,0,1
364067,2,,0,1
364137,2,,0,1
364153,4,,0,1
364247,24,2016.0,1,0
364264,3,,0,1
364356,13,,1,2
364372,24,,1,0
364596,19,2018.0,1,2
364710,16,,1,2
364895,2,,0,4
364908,1,,0,3
364931,5,,0,3
365138,16,,1,2
365156,19,,1,4
365166,17,2018.0,1,3
365208,22,,1,0
365346,4,,0,3
365404,3,,0,1
365413,9,,1,4
365421,4,,0,3
365451,4,,0,1
365468,4,,0,1
365515,2,,0,1
365557,3,,0,1
365596,13,,1,2
365619,3,,0,1
365635,3,,0,3
365642,4,,0,3
365761,2,,0,1
365816,2,,0,3
365863,3,,0,1
365887,17,,1,4
366049,16,,1,2
366116,2,,0,1
366133,2,,0,3
366161,16,,1,2
366250,18,,1,3
366263,5,,0,1
366467,2,,0,3
366487,4,,0,3
366500,3,,0,1
366537,2,,0,3
366540,13,,1,2
366576,24,2013.0,1,0
366599,13,,1,4
366654,1,,0,1
366687,3,,0,1
366719,10,,1,3
366727,21,2017.0,1,4
366744,2,,0,1
366894,3,,0,3
366911,2,,0,3
366932,9,,1,4
366977,17,,1,2
367006,24,,1,0
367338,2,,0,4
367492,9,,1,3
367511,1,,0,4
367547,3,,0,3
367562,3,,0,3
367617,20,2017.0,1,0
367680,3,,0,1
367685,18,2018.0,1,4
367697,3,,0,3
367751,3,,0,4
367774,3,,0,3
367782,15,2018.0,1,2
367811,18,,1,4
367961,2,,0,3
368027,3,,0,1
368045,4,,0,1
368062,17,2017.0,1,4
368073,3,,0,3
368118,12,,1,1
368122,3,,0,1
368292,22,2017.0,1,0
368330,2,,0,4
368391,15,,1,2
368435,18,2018.0,1,4
368523,12,,1,4
368549,2,,0,3
368566,1,,0,4
368591,2,,0,1
368669,23,,1,0
368675,19,,1,3
368713,24,,1,0
368772,16,,1,2
368830,24,2014.0,1,0
368878,24,,1,0
368981,3,,0,1
369000,2,,0,4
369035,4,,0,1
369084,15,,1,2
369091,3,,0,1
369121,4,,0,3
369141,3,,0,4
369188,24,,1,0
369229,2,,0,1
369242,4,,0,4
369361,5,,0,1
369388,24,,1,0
369392,2,,0,1
369416,14,,1,3
369458,2,,0,3
369569,3,,0,3
369603,5,,0,1
369638,24,,1,0
369646,4,,0,1
369658,2,,0,1
369682,11,,1,3
369715,13,2018.0,1,3
369739,1,,0,3
369795,12,,1,4
369841,4,,0,1
369853,13,,1,3
369867,18,,1,3
369943,3,,0,3
370014,4,,0,1
370066,2,,0,1
370090,3,,0,3
370093,5,,0,3
370300,2,,0,1
370405,21,,1,3
370443,4,2018.0,1,3
370450,3,,0,3
370486,7,,1,3
370517,1,,0,1
370539,4,,0,1
370660,16,,1,2
370744,6,,1,3
370842,3,,0,1
370877,1,,0,1
370959,23,,1,0
370979,24,2016.0,1,0
370990,5,,0,3
371065,3,,0,4
371079,2,2018.0,1,3
371148,23,,1,0
371152,2,,0,3
371159,2,,0,1
371164,2,,0,4
371191,4,,0,3
371368,11,,1,3
371402,14,,1,3
371422,4,,0,3
371511,13,,1,2
371532,4,,0,4
371580,2,,0,3
371606,8,,1,3
371672,2,,0,1
371675,6,,1,3
371737,16,2018.0,1,2
371739,4,,0,3
371875,3,,0,4
371969,3,,0,1
372069,10,,1,3
372111,3,,0,1
372169,24,2013.0,1,0
372175,21,2017.0,1,0
372183,2,,0,3
372237,3,,0,1
372261,4,,0,3
372290,5,,0,3
372353,2,,0,1
372522,8,2018.0,1,3
372622,5,,0,1
372647,2,,0,1
372652,4,,0,4
372663,19,,1,0
372737,16,,1,4
372755,3,,0,1
372824,2,,0,3
372865,12,2017.0,1,4
372961,19,2017.0,1,3
373044,7,,1,1
373118,24,2016.0,1,0
373144,4,,0,3
373204,23,,1,0
373242,11,,1,4
373321,24,,1,0
373374,3,,0,4
373429,24,,1,0
373501,7,,1,3
373554,22,,1,4
373638,20,,1,4
373665,24,2015.0,1,0
373737,12,2018.0,1,1
373771,16,,1,2
373886,4,,0,3
373888,18,,1,3
373898,2,,0,4
373950,3,,0,3
374107,4,,0,3
374113,24,,1,0
374117,3,,0,3
374266,1,,0,4
374275,1,,0,1
374293,21,,1,0
374344,10,,1,1
374345,2,,0,3
374401,2,,0,1
374421,21,,1,0
374440,2,,0,3
374585,2,,0,3
374639,3,,0,3
374679,4,,0,3
374721,6,,1,1
374736,5,,0,3
374850,2,,0,1
374881,2,,0,3
374931,2,,0,3
374941,10,,1,4
374967,3,,0,1
374984,2,,0,3
375056,12,2018.0,1,4
375105,3,,0,3
375115,24,,1,0
375162,24,2015.0,1,0
375203,23,2017.0,1,0
375265,5,,0,3
375297,4,,0,1
375371,24,,1,0
375399,5,,0,3
375430,4,,0,3
375451,17,,1,3
375467,24,2014.0,1,0
375511,2,,0,3
375540,3,,0,1
375597,3,,0,3
375683,4,,0,3
375694,2,,0,4
375722,4,,0,3
375757,2,,0,3
375768,2,,0,3
375792,11,,1,3
375814,5,,0,1
375890,1,,0,3
375909,2,,0,1
375987,2,,0,1
376072,1,,0,1
376144,8,,1,4
376299,4,,0,1
376367,18,,1,4
376424,7,,1,4
376484,5,,0,1
376572,7,,1,1
376618,3,,0,3
376630,17,2017.0,1,4
376725,4,,0,1
376862,2,,0,3
376863,2,,0,3
376929,14,2018.0,1,4
376969,4,,0,1
376983,22,,1,3
377029,4,,0,3
377050,4,,0,1
377114,2,,0,4
377173,5,,0,3
377247,2,,0,3
377288,3,,0,3
377289,3,,0,3
377302,14,2017.0,1,4
377322,2,,0,3
377364,24,2015.0,1,0
377375,14,,1,4
377444,17,2017.0,1,1
377464,3,,0,1
377471,13,,1,2
377489,7,2018.0,1,1
377642,24,2016.0,1,0
377674,3,,0,3
377724,3,,0,1
377742,16,,1,2
377796,24,2016.0,1,0
377858,24,2015.0,1,0
377928,21,,1,4
377968,3,,0,1
378014,3,,0,3
378153,16,,1,2
378181,4,,0,3
378267,2,,0,3
378454,1,,0,1
378498,24,2016.0,1,0
378793,3,,0,3
378827,2,,0,3
378857,2,,0,1
378920,2,2018.0,1,3
378968,3,,0,1
379038,21,,1,3
379041,19,,1,4
379110,3,,0,1
379117,15,2017.0,1,1
379120,5,,0,3
379238,4,,0,1
379281,9,,1,4
379351,2,,0,3
379384,3,,0,1
379414,13,,1,2
379446,10,,1,1
379506,3,,0,3
379562,2,,0,1
379572,3,,0,3
379629,2,,0,3
379716,1,,0,3
379752,3,,0,1
379836,3,,0,1
379962,3,,0,1
380001,3,,0,1
380031,2,,0,3
380059,4,,0,3
380099,3,,0,3
380110,3,,0,4
380183,4,,0,3
380247,2,,0,1
380255,2,,0,4
380262,3,,0,4
380294,4,,0,3
380526,3,,0,3
380627,2,,0,4
380709,18,,1,1
380788,12,2018.0,1,1
380795,2,,0,1
380843,4,,0,1
380928,3,,0,1
380954,20,,1,1
381065,22,2017.0,1,0
381176,24,2014.0,1,0
381189,2,,0,3
381234,3,,0,4
381284,2,,0,1
381307,5,,0,3
381308,23,,1,3
381316,2,,0,3
381395,4,,0,3
381459,2,,0,3
381471,24,,1,0
381472,2,,0,1
381496,3,,0,3
381539,18,,1,4
381651,3,,0,3
381717,19,,1,4
381748,2,,0,1
381786,22,,1,4
381901,3,,0,4
382045,24,2016.0,1,0
382149,4,,0,3
382197,10,2018.0,1,3
382243,4,,0,3
382252,2,,0,1
382271,4,,0,1
382464,2,,0,3
382671,2,,0,3
382678,24,2014.0,1,0
382738,2,,0,3
382739,15,,1,2
382748,10,,1,1
382889,16,,1,2
382953,2,,0,4
382971,24,,1,0
382980,2,,0,1
382983,24,,1,0
383108,5,,0,3
383147,3,,0,1
383190,3,,0,3
383202,2,,0,4
383367,15,,1,2
383391,23,,1,0
383399,8,2018.0,1,4
383421,2,,0,1
383627,2,,0,3
383656,4,,0,1
383701,10,,1,3
383787,2,,0,1
383808,5,,0,3
383826,7,,1,1
383842,10,,1,4
383891,3,,0,3
383898,15,,1,3
383912,2,,0,4
383954,9,2018.0,1,4
383962,14,,1,3
383969,9,,1,4
384010,15,,1,2
384090,4,,0,3
384146,17,2018.0,1,2
384269,3,,0,3
384286,4,,0,3
384296,24,2016.0,1,0
384328,5,,0,3
384336,3,,0,1
384356,18,,1,4
384409,20,,1,1
384412,16,2018.0,1,2
384543,5,,0,3
384548,19,,1,4
384599,3,,0,1
384602,19,2017.0,1,3
384686,3,,0,1
384737,24,2016.0,1,0
384744,2,,0,3
384750,4,,0,4
384818,24,,1,0
384825,2,,0,3
384905,24,2016.0,1,0
384907,24,2016.0,1,0
384920,3,,0,3
384928,3,,0,4
384986,2,,0,3
385092,14,,1,2
385131,3,,0,3
385190,4,,0,3
385235,1,,0,3
385358,3,,0,1
385593,3,,0,4
385638,17,2017.0,1,4
385718,2,,0,3
385747,24,,1,0
385861,21,,1,0
385864,2,,0,3
385912,5,,0,4
386037,3,,0,3
386082,18,2018.0,1,2
386298,18,,1,4
386342,3,,0,1
386363,2,,0,3
386446,22,,1,3
386607,2,,0,3
386649,4,,0,1
386790,4,,0,3
386825,4,,0,4
386926,3,,0,1
386936,20,,1,4
386979,14,2018.0,1,1
386986,2,,0,3
387121,4,,0,3
387129,2,,0,3
387203,24,2015.0,1,0
387214,15,,1,2
387307,14,,1,2
387455,4,,0,3
387506,2,,0,3
387523,4,,0,3
387553,13,,1,3
387568,3,,0,4
387570,3,,0,3
387584,2,,0,3
387648,3,,0,3
387650,2,,0,3
387695,2,,0,1
387705,3,,0,3
387721,2,2018.0,1,4
387834,2,,0,1
387880,2,,0,1
387971,1,,0,3
388046,4,,0,1
388140,4,,0,1
388156,2,,0,3
388292,4,,0,1
388448,3,,0,3
388478,7,,1,3
388624,5,,0,1
388639,5,,0,3
388777,3,,0,3
388985,2,,0,1
389081,24,2016.0,1,0
389146,4,,0,3
389225,2,,0,1
389387,12,,1,4
389429,2,,0,3
389430,24,2013.0,1,0
389488,8,,1,1
389551,6,,1,3
389565,2,,0,3
389583,13,,1,2
389706,2,,0,1
389741,8,,1,1
389804,2,,0,3
389812,13,,1,3
389928,2,2018.0,1,4
389995,6,,1,3
389996,16,2017.0,1,4
390022,15,2018.0,1,2
390117,4,,0,1
390190,5,,0,1
390203,4,,0,1
390209,2,,0,3
390297,19,,1,1
390343,3,,0,1
